DATE,CODE,SEC_NAME,EXE_MODE,EXE_PRICE,涨跌额,涨跌幅,成交量,成交额(万),持仓量,行权价,EXE_ENDDATE,持仓量,日增,昨收,今开
2018/11/2,10001326,50ETF沽12月2700,认沽,0.1691,-0.0591,-25.90%,5231,9749659,4168,2.7,2018/12/26 0:00,-1270,0.2282,0.19,
2018/11/2,10001321,50ETF购12月2900,认购,0.0224,0.0059,35.76%,8679,1855210,32065,2.9,2018/12/26 0:00,-437,0.0165,0.0218,
2018/11/2,10001370,50ETF沽12月2350,认沽,0.0291,-0.0185,-38.87%,5743,1832222,15188,2.35,2018/12/26 0:00,-497,0.0476,0.0368,
2018/11/2,10001359,50ETF购12月2400,认购,0.2387,0.0579,32.02%,2844,6303139,4810,2.4,2018/12/26 0:00,-54,0.1808,0.2178,
2018/11/2,10001411,50ETF购12月2200,认购,0.4093,0.072,21.35%,1440,5575802,3381,2.2,2018/12/26 0:00,-206,0.3373,0.3782,
2018/11/2,10001324,50ETF沽12月2600,认沽,0.1117,-0.0512,-31.43%,8216,10135159,6640,2.6,2018/12/26 0:00,1408,0.1629,0.1306,
2018/11/2,10001313,50ETF购12月2500,认购,0.1685,0.044,35.34%,9692,14917059,10556,2.5,2018/12/26 0:00,-2727,0.1245,0.1402,
2018/11/2,10001328,50ETF沽12月2800,认沽,0.2407,-0.0655,-21.39%,2283,5886719,3490,2.8,2018/12/26 0:00,-429,0.3062,0.2662,
2018/11/2,10001430,50ETF沽3月2600,认沽,0.1625,-0.0437,-21.19%,1148,1982270,4465,2.6,2019/3/27 0:00,361,0.2062,0.1886,
2018/11/2,10001433,50ETF沽3月2750,认沽,0.247,-0.0489,-16.53%,445,1165869,2033,2.75,2019/3/27 0:00,105,0.2959,0.2703,
2018/11/2,10001469,50ETF购3月2850,认购,0.089,0.0194,27.87%,7219,6020357,9455,2.85,2019/3/27 0:00,-2367,0.0696,0.076,
2018/11/2,10001418,50ETF购3月2450,认购,0.2643,0.0443,20.14%,367,924454,2862,2.45,2019/3/27 0:00,21,0.22,0.24,
2018/11/2,10001440,50ETF沽3月2250,认沽,0.044,-0.0182,-29.26%,991,485205,8778,2.25,2019/3/27 0:00,191,0.0622,0.0558,
2018/11/2,10001426,50ETF沽3月2400,认沽,0.0831,-0.0246,-22.84%,753,670093,5593,2.4,2019/3/27 0:00,90,0.1077,0.0955,
2018/11/2,10001423,50ETF购3月2700,认购,0.1397,0.0302,27.58%,2481,3156215,5795,2.7,2019/3/27 0:00,743,0.1095,0.1198,
2018/11/2,10001470,50ETF沽3月2850,认沽,0.315,-0.055,-14.86%,1773,5857568,2578,2.85,2019/3/27 0:00,542,0.37,0.3385,
2018/11/2,10001442,50ETF沽3月2200,认沽,0.0351,-0.0152,-30.22%,2853,1100662,11343,2.2,2019/3/27 0:00,1181,0.0503,0.0446,
2018/11/2,10001435,50ETF购3月2350,认购,0.3321,0.0506,17.98%,1201,3755025,1159,2.35,2019/3/27 0:00,-678,0.2815,0.3059,
2018/11/2,10001421,50ETF购3月2600,认购,0.1841,0.0371,25.24%,2400,4101462,6311,2.6,2019/3/27 0:00,7,0.147,0.17,
2018/11/2,10001436,50ETF沽3月2350,认沽,0.0681,-0.0234,-25.57%,1515,1118674,3590,2.35,2019/3/27 0:00,285,0.0915,0.0818,
2018/11/2,10001434,50ETF沽3月2800,认沽,0.2802,-0.0501,-15.17%,869,2570765,3178,2.8,2019/3/27 0:00,58,0.3303,0.3018,
2018/11/2,10001420,50ETF购3月2550,认购,0.2085,0.0394,23.30%,1695,3350355,4409,2.55,2019/3/27 0:00,-76,0.1691,0.1866,
2018/11/2,10001417,50ETF购3月2400,认购,0.3018,0.052,20.82%,1073,3110910,1545,2.4,2019/3/27 0:00,-187,0.2498,0.2718,
2018/11/2,10001437,50ETF购3月2300,认购,0.3689,0.0508,15.97%,920,3240224,3295,2.3,2019/3/27 0:00,-537,0.3181,0.3458,
2018/11/2,10001428,50ETF沽3月2500,认沽,0.1176,-0.0359,-23.39%,1646,2066337,3505,2.5,2019/3/27 0:00,162,0.1535,0.1389,
2018/11/2,10001427,50ETF沽3月2450,认沽,0.1001,-0.0305,-23.35%,1084,1132889,5181,2.45,2019/3/27 0:00,337,0.1306,0.1182,
2018/11/2,10001424,50ETF购3月2750,认购,0.1206,0.0261,27.62%,2330,2578464,5286,2.75,2019/3/27 0:00,323,0.0945,0.1035,
2018/11/2,10001425,50ETF购3月2800,认购,0.1035,0.022,26.99%,2505,2406289,10804,2.8,2019/3/27 0:00,288,0.0815,0.0886,
2018/11/2,10001422,50ETF购3月2650,认购,0.1594,0.033,26.11%,1704,2519741,4560,2.65,2019/3/27 0:00,274,0.1264,0.1401,
2018/11/2,10001439,50ETF购3月2250,认购,0.413,0.059,16.67%,592,2328125,1302,2.25,2019/3/27 0:00,-39,0.354,0.3827,
2018/11/2,10001438,50ETF沽3月2300,认沽,0.0556,-0.0204,-26.84%,1283,764868,3485,2.3,2019/3/27 0:00,-43,0.076,0.0681,
2018/11/2,10001431,50ETF沽3月2650,认沽,0.1887,-0.0473,-20.04%,850,1697219,1277,2.65,2019/3/27 0:00,-35,0.236,0.2157,
2018/11/2,10001429,50ETF沽3月2550,认沽,0.1392,-0.0397,-22.19%,1666,2475097,3530,2.55,2019/3/27 0:00,318,0.1789,0.1608,
2018/11/2,10001441,50ETF购3月2200,认购,0.45,0.0574,14.62%,649,2831698,5530,2.2,2019/3/27 0:00,-203,0.3926,0.4238,
2018/11/2,10001419,50ETF购3月2500,认购,0.2379,0.0455,23.65%,1155,2611593,6196,2.5,2019/3/27 0:00,-264,0.1924,0.2056,
2018/11/2,10001432,50ETF沽3月2700,认沽,0.2182,-0.0508,-18.88%,510,1178208,2329,2.7,2019/3/27 0:00,73,0.269,0.2407,
2018/11/2,10001518,50ETF沽6月2750,认沽,0.2784,-0.0457,-14.10%,427,1239744,689,2.75,2019/6/26 0:00,128,0.3241,0.2973,
2018/11/2,10001509,50ETF购6月2750,认购,0.1732,0.0334,23.89%,1911,3073849,2651,2.75,2019/6/26 0:00,674,0.1398,0.1517,
2018/11/2,10001515,50ETF沽6月2600,认沽,0.1968,-0.039,-16.54%,782,1599208,1015,2.6,2019/6/26 0:00,281,0.2358,0.2154,
2018/11/2,10001506,50ETF购6月2600,认购,0.2377,0.0441,22.78%,1340,2970722,1514,2.6,2019/6/26 0:00,608,0.1936,0.2101,
2018/11/2,10001501,50ETF购6月2350,认购,0.3833,0.0632,19.74%,1075,3866276,1079,2.35,2019/6/26 0:00,602,0.3201,0.3479,
2018/11/2,10001502,50ETF购6月2400,认购,0.3498,0.0579,19.84%,321,1073185,786,2.4,2019/6/26 0:00,23,0.2919,0.3172,
2018/11/2,10001522,50ETF沽6月2250,认沽,0.0661,-0.0204,-23.58%,1533,1112421,1171,2.25,2019/6/26 0:00,592,0.0865,0.079,
2018/11/2,10001521,50ETF购6月2250,认购,0.4532,0.065,16.74%,49,213076,201,2.25,2019/6/26 0:00,11,0.3882,0.4202,
2018/11/2,10001520,50ETF沽6月2300,认沽,0.0798,-0.0244,-23.42%,1322,1117936,1430,2.3,2019/6/26 0:00,619,0.1042,0.0941,
2018/11/2,10001505,50ETF购6月2550,认购,0.2611,0.0494,23.33%,1128,2829250,1486,2.55,2019/6/26 0:00,-68,0.2117,0.2301,
2018/11/2,10001519,50ETF购6月2300,认购,0.4174,0.0718,20.78%,1202,4847588,1395,2.3,2019/6/26 0:00,452,0.3456,0.3749,
2018/11/2,10001513,50ETF沽6月2500,认沽,0.151,-0.0358,-19.16%,769,1204867,1309,2.5,2019/6/26 0:00,343,0.1868,0.1672,
2018/11/2,10001516,50ETF沽6月2650,认沽,0.2224,-0.0423,-15.98%,407,937446,720,2.65,2019/6/26 0:00,116,0.2647,0.2418,
2018/11/2,10001514,50ETF沽6月2550,认沽,0.173,-0.0356,-17.07%,1350,2409998,1189,2.55,2019/6/26 0:00,273,0.2086,0.1906,
2018/11/2,10001504,50ETF购6月2500,认购,0.2872,0.0507,21.44%,833,2281193,1586,2.5,2019/6/26 0:00,328,0.2365,0.257,
2018/11/2,10001503,50ETF购6月2450,认购,0.3173,0.0558,21.34%,649,1975125,1309,2.45,2019/6/26 0:00,295,0.2615,0.2837,
2018/11/2,10001508,50ETF购6月2700,认购,0.1941,0.0411,26.86%,727,1332051,667,2.7,2019/6/26 0:00,201,0.153,0.1663,
2018/11/2,10001517,50ETF沽6月2700,认沽,0.2497,-0.042,-14.40%,136,354312,254,2.7,2019/6/26 0:00,38,0.2917,0.2682,
2018/11/2,10001510,50ETF沽6月2350,认沽,0.095,-0.0261,-21.55%,2292,2295056,2322,2.35,2019/6/26 0:00,912,0.1211,0.1099,
2018/11/2,10001507,50ETF购6月2650,认购,0.214,0.0433,25.37%,884,1773034,978,2.65,2019/6/26 0:00,449,0.1707,0.194,
2018/11/2,10001512,50ETF沽6月2450,认沽,0.1287,-0.0324,-20.11%,1915,2588467,2041,2.45,2019/6/26 0:00,381,0.1611,0.1472,
2018/11/2,10001511,50ETF沽6月2400,认沽,0.111,-0.0304,-21.50%,1663,1940909,1877,2.4,2019/6/26 0:00,601,0.1414,0.1265,
2018/11/2,10001516,50ETF沽6月2650,认沽,0.2224,-0.0423,-15.98%,407,937446,720,2.65,2019/6/26 0:00,116,0.2647,0.2418,
2018/11/2,10001514,50ETF沽6月2550,认沽,0.173,-0.0356,-17.07%,1350,2409998,1189,2.55,2019/6/26 0:00,273,0.2086,0.1906,
2018/11/2,10001504,50ETF购6月2500,认购,0.2872,0.0507,21.44%,833,2281193,1586,2.5,2019/6/26 0:00,328,0.2365,0.257,
2018/11/2,10001503,50ETF购6月2450,认购,0.3173,0.0558,21.34%,649,1975125,1309,2.45,2019/6/26 0:00,295,0.2615,0.2837,
2018/11/2,10001508,50ETF购6月2700,认购,0.1941,0.0411,26.86%,727,1332051,667,2.7,2019/6/26 0:00,201,0.153,0.1663,
2018/11/2,10001517,50ETF沽6月2700,认沽,0.2497,-0.042,-14.40%,136,354312,254,2.7,2019/6/26 0:00,38,0.2917,0.2682,
2018/11/2,10001510,50ETF沽6月2350,认沽,0.095,-0.0261,-21.55%,2292,2295056,2322,2.35,2019/6/26 0:00,912,0.1211,0.1099,
2018/11/2,10001507,50ETF购6月2650,认购,0.214,0.0433,25.37%,884,1773034,978,2.65,2019/6/26 0:00,449,0.1707,0.194,
2018/11/2,10001512,50ETF沽6月2450,认沽,0.1287,-0.0324,-20.11%,1915,2588467,2041,2.45,2019/6/26 0:00,381,0.1611,0.1472,
2018/11/2,10001511,50ETF沽6月2400,认沽,0.111,-0.0304,-21.50%,1663,1940909,1877,2.4,2019/6/26 0:00,601,0.1414,0.1265,
2018/11/5,10001490,50ETF购11月2400,认购,0.1859,-0.0262,-12.35%,13440,25127131,17175,2.4,2018/11/28 0:00,-232,0.2121,0.1984,
2018/11/5,10001489,50ETF购11月2350,认购,0.2271,-0.0295,-11.50%,6275,14458023,5506,2.35,2018/11/28 0:00,-923,0.2566,0.2394,
2018/11/5,10001484,50ETF沽11月2650,认沽,0.1311,0.0221,20.28%,20757,27035160,17597,2.65,2018/11/28 0:00,1760,0.109,0.1202,
2018/11/5,10001492,50ETF沽11月2400,认沽,0.0244,0.004,19.61%,41114,10100143,64848,2.4,2018/11/28 0:00,-4330,0.0204,0.0224,
2018/11/5,10001494,50ETF购11月2300,认购,0.2711,-0.0312,-10.32%,3031,8279289,3945,2.3,2018/11/28 0:00,-475,0.3023,0.2843,
2018/11/5,10001476,50ETF购11月2700,认购,0.03,-0.006,-16.67%,46444,14233035,76851,2.7,2018/11/28 0:00,8145,0.036,0.0318,
2018/11/5,10001491,50ETF沽11月2350,认沽,0.0151,0.0019,14.39%,34265,5241097,61382,2.35,2018/11/28 0:00,-904,0.0132,0.0143,
2018/11/5,10001493,50ETF购11月2250,认购,0.3188,-0.0302,-8.65%,2539,8085030,3607,2.25,2018/11/28 0:00,14,0.349,0.3308,
2018/11/5,10001486,50ETF沽11月2750,认沽,0.2052,0.0252,14.00%,3249,6668198,5883,2.75,2018/11/28 0:00,-45,0.18,0.1969,
2018/11/5,10001480,50ETF沽11月2450,认沽,0.0372,0.0066,21.57%,64780,23954110,78197,2.45,2018/11/28 0:00,-10452,0.0306,0.0333,
2018/11/5,10001485,50ETF沽11月2700,认沽,0.1658,0.0238,16.76%,10047,16520997,11224,2.7,2018/11/28 0:00,1659,0.142,0.1534,
2018/11/5,10001488,50ETF沽11月2850,认沽,0.2928,0.0301,11.46%,3361,9839170,3186,2.85,2018/11/28 0:00,-194,0.2627,0.2802,
2018/11/5,10001474,50ETF购11月2600,认购,0.0637,-0.0112,-14.95%,122396,78621374,108404,2.6,2018/11/28 0:00,20713,0.0749,0.0683,
2018/11/5,10001483,50ETF沽11月2600,认沽,0.102,0.0209,25.77%,65994,65782022,45271,2.6,2018/11/28 0:00,-2360,0.0811,0.0895,
2018/11/5,10001481,50ETF沽11月2500,认沽,0.054,0.0105,24.14%,102060,54307220,70152,2.5,2018/11/28 0:00,-6467,0.0435,0.047,
2018/11/5,10001477,50ETF购11月2750,认购,0.0192,-0.0037,-16.16%,32886,6490687,59980,2.75,2018/11/28 0:00,1708,0.0229,0.0192,
2018/11/5,10001471,50ETF购11月2450,认购,0.1488,-0.0233,-13.54%,25984,38987868,30288,2.45,2018/11/28 0:00,-647,0.1721,0.1568,
2018/11/5,10001499,50ETF购11月2200,认购,0.3639,-0.031,-7.85%,3454,12658361,3320,2.2,2018/11/28 0:00,-617,0.3949,0.3819,
2018/11/5,10001472,50ETF购11月2500,认购,0.1145,-0.0208,-15.37%,54604,63309314,51009,2.5,2018/11/28 0:00,5022,0.1353,0.1288,
2018/11/5,10001479,50ETF购11月2850,认购,0.0072,-0.0017,-19.10%,32877,2438146,122565,2.85,2018/11/28 0:00,3563,0.0089,0.0079,
2018/11/5,10001475,50ETF购11月2650,认购,0.0447,-0.0075,-14.37%,69242,31383956,93009,2.65,2018/11/28 0:00,8510,0.0522,0.0473,
2018/11/5,10001482,50ETF沽11月2550,认沽,0.0755,0.0157,26.25%,109631,81172890,56251,2.55,2018/11/28 0:00,-4756,0.0598,0.068,
2018/11/5,10001500,50ETF沽11月2200,认沽,0.0034,-0.0002,-5.56%,14374,503863,63551,2.2,2018/11/28 0:00,-80,0.0036,0.0037,
2018/11/5,10001473,50ETF购11月2550,认购,0.0868,-0.0156,-15.23%,115264,100387396,78930,2.55,2018/11/28 0:00,13639,0.1024,0.0951,
2018/11/5,10001496,50ETF沽11月2300,认沽,0.0089,0.001,12.66%,23324,2139344,85844,2.3,2018/11/28 0:00,2627,0.0079,0.0105,
2018/11/5,10001495,50ETF沽11月2250,认沽,0.0052,-0.0001,-1.89%,17936,998798,53986,2.25,2018/11/28 0:00,2791,0.0053,0.0056,
2018/11/5,10001487,50ETF沽11月2800,认沽,0.2488,0.03,13.71%,3656,9087681,2159,2.8,2018/11/28 0:00,22,0.2188,0.238,
2018/11/5,10001478,50ETF购11月2800,认购,0.0116,-0.0026,-18.31%,30436,3681033,76362,2.8,2018/11/28 0:00,932,0.0142,0.0121,
2018/11/5,10001320,50ETF购12月2850,认购,0.0279,-0.0025,-8.22%,3141,879395,25280,2.85,2018/12/26 0:00,63,0.0304,0.0288,
2018/11/5,10001383,50ETF购12月2250,认购,0.337,-0.0247,-6.83%,420,1419162,1798,2.25,2018/12/26 0:00,-79,0.3617,0.3462,
2018/11/5,10001315,50ETF购12月2600,认购,0.1009,-0.0107,-9.59%,8956,9047549,16621,2.6,2018/12/26 0:00,1778,0.1116,0.1045,
2018/11/5,10001317,50ETF购12月2700,认购,0.0628,-0.0065,-9.38%,5680,3598007,23704,2.7,2018/12/26 0:00,693,0.0693,0.0646,
2018/11/5,10001331,50ETF购12月2450,认购,0.1836,-0.0183,-9.06%,3332,6147432,7174,2.45,2018/12/26 0:00,697,0.2019,0.1916,
2018/11/5,10001334,50ETF沽12月2950,认沽,0.3902,0.0233,6.35%,451,1781032,8643,2.95,2018/12/26 0:00,2,0.3669,0.3821,
2018/11/5,10001323,50ETF沽12月2550,认沽,0.1033,0.0143,16.07%,6609,6840948,8520,2.55,2018/12/26 0:00,279,0.089,0.0947,
2018/11/5,10001377,50ETF购12月2300,认购,0.2958,-0.0234,-7.33%,701,2075345,3871,2.3,2018/12/26 0:00,39,0.3192,0.3048,
2018/11/5,10001321,50ETF购12月2900,认购,0.0217,-0.0007,-3.12%,3294,685219,32787,2.9,2018/12/26 0:00,722,0.0224,0.0199,
2018/11/5,10001384,50ETF沽12月2250,认沽,0.0173,0.0026,17.69%,4583,815221,15743,2.25,2018/12/26 0:00,1082,0.0147,0.0158,
2018/11/5,10001329,50ETF沽12月2850,认沽,0.3051,0.0252,9.00%,452,1380727,2274,2.85,2018/12/26 0:00,-77,0.2799,0.2919,
2018/11/5,10001333,50ETF购12月2950,认购,0.0152,-0.0012,-7.32%,7605,1172810,53781,2.95,2018/12/26 0:00,20,0.0164,0.0153,
2018/11/5,10001325,50ETF沽12月2650,认沽,0.1571,0.0187,13.51%,1710,2704576,3937,2.65,2018/12/26 0:00,-37,0.1384,0.1477,
2018/11/5,10001332,50ETF沽12月2450,认沽,0.0628,0.01,18.94%,5465,3430311,11139,2.45,2018/12/26 0:00,1553,0.0528,0.0568,
2018/11/5,10001318,50ETF购12月2750,认购,0.0488,-0.0047,-8.79%,3932,1930134,18027,2.75,2018/12/26 0:00,1049,0.0535,0.0501,
2018/11/5,10001316,50ETF购12月2650,认购,0.079,-0.0098,-11.04%,7041,5686125,15453,2.65,2018/12/26 0:00,1561,0.0888,0.0843,
2018/11/5,10001378,50ETF沽12月2300,认沽,0.025,0.0038,17.92%,3983,1002837,12424,2.3,2018/12/26 0:00,882,0.0212,0.0223,
2018/11/5,10001314,50ETF购12月2550,认购,0.123,-0.015,-10.87%,8299,10375386,14618,2.55,2018/12/26 0:00,1723,0.138,0.1291,
2018/11/5,10001328,50ETF沽12月2800,认沽,0.265,0.0243,10.10%,616,1626527,3471,2.8,2018/12/26 0:00,-19,0.2407,0.252,
2018/11/5,10001324,50ETF沽12月2600,认沽,0.1306,0.0189,16.92%,5931,7699741,6216,2.6,2018/12/26 0:00,-424,0.1117,0.12,
2018/11/5,10001369,50ETF购12月2350,认购,0.2552,-0.0229,-8.23%,964,2470002,5204,2.35,2018/12/26 0:00,47,0.2781,0.2633,
2018/11/5,10001322,50ETF沽12月2500,认沽,0.0815,0.0126,18.29%,7012,5692801,13169,2.5,2018/12/26 0:00,-254,0.0689,0.0733,
2018/11/5,10001327,50ETF沽12月2750,认沽,0.2259,0.0221,10.84%,679,1543984,3385,2.75,2018/12/26 0:00,-31,0.2038,0.2142,
2018/11/5,10001412,50ETF沽12月2200,认沽,0.0118,0.0011,10.28%,5140,633054,36585,2.2,2018/12/26 0:00,462,0.0107,0.0115,
2018/11/5,10001313,50ETF购12月2500,认购,0.1514,-0.0171,-10.15%,5982,9092118,11655,2.5,2018/12/26 0:00,1099,0.1685,0.1586,
2018/11/5,10001411,50ETF购12月2200,认购,0.3811,-0.0282,-6.89%,994,3794802,3440,2.2,2018/12/26 0:00,59,0.4093,0.3925,
2018/11/5,10001360,50ETF沽12月2400,认沽,0.0473,0.0081,20.66%,4543,2175831,12879,2.4,2018/12/26 0:00,265,0.0392,0.0427,
2018/11/5,10001330,50ETF沽12月2900,认沽,0.3487,0.0271,8.43%,233,814696,3069,2.9,2018/12/26 0:00,-16,0.3216,0.3354,
2018/11/5,10001359,50ETF购12月2400,认购,0.2165,-0.0222,-9.30%,1508,3309904,4881,2.4,2018/12/26 0:00,71,0.2387,0.2247,
2018/11/5,10001326,50ETF沽12月2700,认沽,0.19,0.0209,12.36%,1775,3386594,4159,2.7,2018/12/26 0:00,-9,0.1691,0.1767,
2018/11/5,10001319,50ETF购12月2800,认购,0.0374,-0.0036,-8.78%,3867,1440519,15967,2.8,2018/12/26 0:00,456,0.041,0.0383,
2018/11/5,10001370,50ETF沽12月2350,认沽,0.0349,0.0058,19.93%,3970,1390306,15685,2.35,2018/12/26 0:00,497,0.0291,0.0303,
2018/11/5,10001433,50ETF沽3月2750,认沽,0.2703,0.0233,9.43%,114,304509,2036,2.75,2019/3/27 0:00,3,0.247,0.2618,
2018/11/5,10001418,50ETF购3月2450,认购,0.2536,-0.0139,-5.20%,349,884857,2850,2.45,2019/3/27 0:00,-12,0.2675,0.253,
2018/11/5,10001430,50ETF沽3月2600,认沽,0.1779,0.0154,9.48%,472,840158,4465,2.6,2019/3/27 0:00,-,0.1625,0.1759,
2018/11/5,10001469,50ETF购3月2850,认购,0.0857,-0.0033,-3.71%,1202,1017603,9387,2.85,2019/3/27 0:00,-68,0.089,0.0841,
2018/11/5,10001440,50ETF沽3月2250,认沽,0.0507,0.0067,15.23%,816,410334,8455,2.25,2019/3/27 0:00,-323,0.044,0.0469,
2018/11/5,10001426,50ETF沽3月2400,认沽,0.0917,0.0086,10.35%,478,437253,5447,2.4,2019/3/27 0:00,-146,0.0831,0.0898,
2018/11/5,10001470,50ETF沽3月2850,认沽,0.3333,0.0183,5.81%,464,1556673,2610,2.85,2019/3/27 0:00,32,0.315,0.3297,
2018/11/5,10001436,50ETF沽3月2350,认沽,0.076,0.0079,11.60%,840,638988,3714,2.35,2019/3/27 0:00,124,0.0681,0.0737,
2018/11/5,10001423,50ETF购3月2700,认购,0.1333,-0.0064,-4.58%,1193,1572112,5736,2.7,2019/3/27 0:00,-59,0.1397,0.1289,
2018/11/5,10001421,50ETF购3月2600,认购,0.1751,-0.009,-4.89%,1114,1952380,6587,2.6,2019/3/27 0:00,276,0.1841,0.1715,
2018/11/5,10001442,50ETF沽3月2200,认沽,0.0404,0.0053,15.10%,1165,464653,11653,2.2,2019/3/27 0:00,310,0.0351,0.0368,
2018/11/5,10001437,50ETF购3月2300,认购,0.3523,-0.0198,-5.32%,443,1559781,3104,2.3,2019/3/27 0:00,-191,0.3721,0.3625,
2018/11/5,10001420,50ETF购3月2550,认购,0.1993,-0.0096,-4.60%,1301,2566344,4594,2.55,2019/3/27 0:00,185,0.2089,0.2,
2018/11/5,10001424,50ETF购3月2750,认购,0.1154,-0.005,-4.15%,512,579743,5208,2.75,2019/3/27 0:00,-78,0.1204,0.1119,
2018/11/5,10001434,50ETF沽3月2800,认沽,0.2985,0.0183,6.53%,405,1218731,3248,2.8,2019/3/27 0:00,70,0.2802,0.2929,
2018/11/5,10001428,50ETF沽3月2500,认沽,0.1302,0.0126,10.71%,659,853914,3484,2.5,2019/3/27 0:00,-21,0.1176,0.126,
2018/11/5,10001417,50ETF购3月2400,认购,0.2835,-0.018,-5.97%,375,1063108,1491,2.4,2019/3/27 0:00,-54,0.3015,0.2836,
2018/11/5,10001427,50ETF沽3月2450,认沽,0.1102,0.0101,10.09%,1336,1465462,4838,2.45,2019/3/27 0:00,-343,0.1001,0.1078,
2018/11/5,10001438,50ETF沽3月2300,认沽,0.0629,0.0073,13.13%,1236,766908,3966,2.3,2019/3/27 0:00,481,0.0556,0.0594,
2018/11/5,10001425,50ETF购3月2800,认购,0.0995,-0.0045,-4.33%,1806,1770399,11313,2.8,2019/3/27 0:00,509,0.104,0.0955,
2018/11/5,10001422,50ETF购3月2650,认购,0.1535,-0.0067,-4.18%,636,965378,4612,2.65,2019/3/27 0:00,52,0.1602,0.15,
2018/11/5,10001439,50ETF购3月2250,认购,0.3926,-0.0204,-4.94%,227,896144,1279,2.25,2019/3/27 0:00,-23,0.413,0.4012,
2018/11/5,10001419,50ETF购3月2500,认购,0.2255,-0.0124,-5.21%,712,1598218,6260,2.5,2019/3/27 0:00,64,0.2379,0.225,
2018/11/5,10001429,50ETF沽3月2550,认沽,0.1532,0.014,10.06%,1133,1711662,3599,2.55,2019/3/27 0:00,69,0.1392,0.1486,
2018/11/5,10001435,50ETF购3月2350,认购,0.3176,-0.0177,-5.28%,1139,3565077,760,2.35,2019/3/27 0:00,-399,0.3353,0.3262,
2018/11/5,10001431,50ETF沽3月2650,认沽,0.2052,0.0159,8.40%,260,529076,1250,2.65,2019/3/27 0:00,-27,0.1893,0.2002,
2018/11/5,10001432,50ETF沽3月2700,认沽,0.2346,0.0173,7.96%,133,312238,2297,2.7,2019/3/27 0:00,-32,0.2173,0.2302,
2018/11/5,10001441,50ETF购3月2200,认购,0.436,-0.0141,-3.13%,343,1477058,5730,2.2,2019/3/27 0:00,200,0.4501,0.4413,
2018/11/5,10001509,50ETF购6月2750,认购,0.1627,-0.0105,-6.06%,1089,1791182,2494,2.75,2019/6/26 0:00,-157,0.1732,0.1656,
2018/11/5,10001502,50ETF购6月2400,认购,0.3304,-0.0197,-5.63%,233,782418,789,2.4,2019/6/26 0:00,3,0.3501,0.3509,
2018/11/5,10001505,50ETF购6月2550,认购,0.2459,-0.0167,-6.36%,463,1154749,1754,2.55,2019/6/26 0:00,268,0.2626,0.2504,
2018/11/5,10001501,50ETF购6月2350,认购,0.362,-0.0213,-5.56%,538,1998910,1114,2.35,2019/6/26 0:00,35,0.3833,0.3802,
2018/11/5,10001515,50ETF沽6月2600,认沽,0.21,0.0132,6.71%,681,1426866,1319,2.6,2019/6/26 0:00,304,0.1968,0.2058,
2018/11/5,10001518,50ETF沽6月2750,认沽,0.2942,0.0158,5.68%,452,1312848,826,2.75,2019/6/26 0:00,137,0.2784,0.2826,
2018/11/5,10001521,50ETF购6月2250,认购,0.4265,-0.0261,-5.77%,161,699519,276,2.25,2019/6/26 0:00,75,0.4526,0.4414,
2018/11/5,10001523,50ETF购6月2800,认购,0.1449,-0.0103,-6.64%,939,1376488,711,2.8,2019/6/26 0:00,711,0.1552,0.1492,
2018/11/5,10001524,50ETF沽6月2800,认沽,0.3256,0.0162,5.24%,264,855203,209,2.8,2019/6/26 0:00,209,0.3094,0.2974,
2018/11/5,10001519,50ETF购6月2300,认购,0.3956,-0.0218,-5.22%,316,1280236,1468,2.3,2019/6/26 0:00,73,0.4174,0.4148,
2018/11/5,10001520,50ETF沽6月2300,认沽,0.0859,0.0061,7.64%,576,512305,1763,2.3,2019/6/26 0:00,333,0.0798,0.0854,
2018/11/5,10001522,50ETF沽6月2250,认沽,0.0724,0.0063,9.53%,861,634302,1531,2.25,2019/6/26 0:00,360,0.0661,0.0703,
2018/11/5,10001513,50ETF沽6月2500,认沽,0.1617,0.0107,7.09%,718,1160835,1575,2.5,2019/6/26 0:00,266,0.151,0.1581,
2018/11/5,10001516,50ETF沽6月2650,认沽,0.2363,0.0139,6.25%,534,1259618,942,2.65,2019/6/26 0:00,222,0.2224,0.2321,
2018/11/5,10001508,50ETF购6月2700,认购,0.1823,-0.0117,-6.03%,260,481976,762,2.7,2019/6/26 0:00,95,0.194,0.1876,
2018/11/5,10001504,50ETF购6月2500,认购,0.2735,-0.0164,-5.66%,443,1223938,1904,2.5,2019/6/26 0:00,318,0.2899,0.2793,
2018/11/5,10001503,50ETF购6月2450,认购,0.3009,-0.0181,-5.67%,424,1288181,1590,2.45,2019/6/26 0:00,281,0.319,0.3091,
2018/11/5,10001514,50ETF沽6月2550,认沽,0.1857,0.0127,7.34%,612,1128790,1383,2.55,2019/6/26 0:00,194,0.173,0.181,
2018/11/5,10001517,50ETF沽6月2700,认沽,0.2651,0.0154,6.17%,199,517342,304,2.7,2019/6/26 0:00,50,0.2497,0.2606,
2018/11/5,10001510,50ETF沽6月2350,认沽,0.1025,0.0071,7.44%,453,472751,2422,2.35,2019/6/26 0:00,100,0.0954,0.101,
2018/11/5,10001506,50ETF购6月2600,认购,0.2238,-0.0139,-5.85%,665,1499437,1781,2.6,2019/6/26 0:00,267,0.2377,0.2275,
